"Uid","WORK_CONDITION","TERMS_OF_EMP","working_hours","JOB_DEP","Eco_sect","Employer_category","job_category","Job_desc","EMOLUMENT","employee_count"
11972,"C","TTP",1384,"16","NZ","ct_9","O","674c",16618,"tr_1"
11979,"C","CDI",1750,"16","NZ","ct_9","O","385c",21508,"tr_2"
11981,"C","CDI",1491,"16","SZ","ct_9","O","562b",16199,"tr_1"
11991,"C","CDI",1348,"16","CA","ct_9","O","543g",19565,"tr_2"
11995,"C","TTP",1235,"16","NZ","ct_9","O","632f",15623,"tr_1"
11997,"C","AUT",1819,"16","QA","ct_3","O","431f",23493,"tr_6"
12007,"N","CDI",1820,"16","QB","ct_8","O","563a",21495,"tr_4"
12012,"C","CDI",1959,"16","NZ","ct_8","O","691b",16311,"tr_1"
12014,"C","CDI",1792,"16","FZ","ct_9","O","641a",29704,"tr_3"
12028,"C","CDI",1696,"16","CC","ct_9","O","627f",16510,"tr_5"
12030,"C","CDI",1407,"16","CH","ct_9","O","632g",19176,"tr_1"
12031,"P","CDI",995,"16","QA","ct_9","O","525d",13185,"tr_3"
12032,"P","CDI",1456,"16","NZ","ct_9","O","684a",11279,"tr_5"
12040,"C","CDI",1806,"16","JA","ct_9","O","352a",36832,"tr_1"
12055,"C","CDI",1565,"16","CH","ct_9","O","484b",19714,"tr_5"
12059,"C","CDI",1991,"16","GZ","ct_9","O","542a",24509,"tr_3"
12069,"C","CDI",1816,"16","GZ","ct_8","O","543g",17144,"tr_3"
12091,"C","CDI",1633,"16","IZ","ct_9","O","561c",14975,"tr_3"
12103,"C","CDI",1820,"33","HZ","ct_9","O","344b",41501,"tr_4"
12111,"C","CDI",1797,"16","NZ","ct_9","O","676c",14331,"tr_2"
12114,"P","CDI",978,"16","NZ","ct_9","O","684a",11019,"tr_5"
12115,"C","CDI",606,"16","GZ","ct_9","O","374d",51618,"tr_2"
12117,"C","CDI",2175,"24","QA","ct_9","O","526e",20436,"tr_2"
12118,"C","AUT",1755,"16","HZ","ct_9","X","521a",17446,"tr_4"
12119,"P","CDI",903,"16","QB","ct_8","O","563b",8202,"tr_4"
12129,"C","CDI",1822,"16","HZ","ct_9","O","521a",18626,"tr_5"
12131,"C","TTP",722,"33","NZ","ct_9","O","632f",9382,"tr_1"
12141,"C","APP",760,"17","HZ","ct_9","A","641a",5136,"tr_1"
12144,"C","CDI",1820,"16","KZ","ct_9","O","376d",48991,"tr_6"
12151,"C","CDI",1524,"16","FZ","ct_9","O","632e",12333,"tr_3"
12154,"C","CDI",1820,"16","FZ","ct_9","O","632d",21972,"tr_3"
12160,"C","APP",607,"16","GZ","ct_9","A","554e",2246,"tr_1"
12161,"C","CDI",1623,"16","GZ","ct_9","O","487a",26167,"tr_1"
12165,"C","CDI",1877,"16","CA","ct_9","O","543g",26013,"tr_5"
12172,"C","CDI",2200,"24","HZ","ct_9","O","641a",25207,"tr_3"
12175,"P","CDI",877,"16","NZ","ct_9","O","684a",7729,"tr_5"
12176,"N","TTP",375,"16","NZ","ct_9","O","681a",4771,"tr_1"
12184,"P","CDI",1077,"16","NZ","ct_9","O","684a",9587,"tr_1"
12196,"C","CDI",2200,"16","HZ","ct_9","O","641a",32679,"tr_4"
12204,"P","CDD",678,"16","GZ","ct_9","O","551a",6268,"tr_6"
12206,"C","CDI",1689,"16","CG","ct_9","O","461b",29960,"tr_5"
12207,"C","CDI",1822,"16","HZ","ct_9","O","521a",18474,"tr_5"
12225,"C","CDI",1722,"16","FZ","ct_9","O","632c",19227,"tr_1"
12230,"C","TOA",556,"17","IZ","ct_6","O","561c",5896,"tr_1"
12231,"C","CDI",1288,"16","QB","ct_9","O","431f",24029,"tr_4"
12232,"C","CDI",1425,"16","GZ","ct_9","O","542a",15692,"tr_1"
12235,"C","CDI",1824,"16","SZ","ct_8","O","435a",35232,"tr_2"
12270,"C","CDI",1819,"16","QA","ct_3","O","526a",21781,"tr_6"
12278,"N","CDD",271,"69","MC","ct_9","O","543h",2580,"tr_4"
12284,"C","CDI",992,"17","AZ","ct_9","O","692a",14649,"tr_0"
12288,"N","TTP",1433,"33","NZ","ct_9","O","651a",25337,"tr_1"
12289,"C","CDI",1938,"17","GZ","ct_9","O","462b",27614,"tr_4"
12292,"C","CDI",1771,"17","HZ","ct_9","O","643a",17647,"tr_3"
12293,"C","CDI",1885,"17","QA","ct_3","O","525d",21520,"tr_6"
12298,"C","CDI",1830,"17","GZ","ct_9","O","462e",30453,"tr_2"
12301,"C","CDI",255,"17","FZ","ct_9","O","681a",2712,"tr_1"
12304,"C","CDI",1607,"17","GZ","ct_9","O","433d",14723,"tr_3"
12305,"C","CDI",1771,"86","NZ","ct_9","O","534a",18495,"tr_5"
12310,"C","CDI",1820,"17","QA","ct_3","O","333f",28540,"tr_6"
12325,"C","CDI",1932,"17","CL","ct_9","O","477c",37602,"tr_6"
12331,"C","CDI",1820,"17","JC","ct_9","O","388a",23155,"tr_1"
12335,"P","CDI",312,"17","PZ","ct_9","O","423b",3344,"tr_1"
12339,"C","CDI",2025,"17","GZ","ct_9","O","462a",36623,"tr_2"
12353,"C","CDI",1971,"17","CM","ct_9","O","462e",26025,"tr_1"
12364,"C","CDI",1786,"16","FZ","ct_9","O","671c",16663,"tr_1"
12378,"P","CDI",1335,"17","QB","ct_9","O","435b",11235,"tr_4"
12381,"C","CDI",1750,"17","QB","ct_9","O","526a",23199,"tr_4"
12382,"C","CDI",1981,"17","HZ","ct_9","O","643a",27744,"tr_3"
12390,"C","TTP",1192,"17","NZ","ct_9","O","652a",12201,"tr_1"
12394,"N","TTP",643,"17","NZ","ct_9","O","676c",7244,"tr_1"
12407,"C","CDI",1820,"17","QB","ct_8","O","434d",19495,"tr_4"
12410,"C","CDI",1469,"17","IZ","ct_9","O","636d",12200,"tr_1"
12414,"C","CDI",1820,"17","QA","ct_9","O","431a",38097,"tr_4"
12416,"C","CDI",954,"17","FZ","ct_9","O","621d",6728,"tr_4"
12419,"C","CDI",222,"75","RZ","ct_8","O","432b",5960,"tr_4"
12425,"P","CDI",754,"17","IZ","ct_9","O","561c",6158,"tr_3"
12428,"C","CDI",1632,"33","CI","ct_9","O","477b",25049,"tr_2"
12436,"C","APP",1791,"17","GZ","ct_9","A","683a",9459,"tr_2"
12438,"P","CDI",910,"17","OZ","ct_8","O","467d",12226,"tr_6"
12441,"C","CDI",1757,"17","FZ","ct_9","O","472c",32943,"tr_4"
12449,"C","CDI",1750,"17","FZ","ct_9","O","632a",20831,"tr_2"
12453,"C","CDD",1982,"17","NZ","ct_9","O","534a",20391,"tr_4"
12455,"C","CDI",1833,"85","CC","ct_9","O","633d",22802,"tr_4"
12457,"C","CDI",1359,"17","FZ","ct_9","O","632a",16956,"tr_1"
12458,"C","CDI",1834,"07","CM","ct_9","O","373a",50721,"tr_6"
12462,"N","CDI",1164,"17","QB","ct_7","O","563b",13778,"tr_1"
12465,"C","CDI",1507,"17","HZ","ct_9","O","641a",21151,"tr_5"
12482,"C","CDI",2184,"79","CA","ct_9","O","636c",24198,"tr_2"
12487,"C","CDI",2298,"17","GZ","ct_9","O","634c",34787,"tr_1"
12490,"P","CDI",1195,"17","QB","ct_8","O","563b",11054,"tr_3"
12493,"C","CDI",1820,"86","FZ","ct_9","O","481b",34592,"tr_2"
12503,"C","CDI",1121,"17","IZ","ct_9","O","561c",11406,"tr_1"
12506,"C","CDI",439,"17","GZ","ct_6","O","344d",7483,"tr_1"
12526,"C","CDI",2070,"16","HZ","ct_9","O","641a",22956,"tr_4"
12539,"C","CDI",1778,"17","GZ","ct_9","O","477b",32486,"tr_2"
12542,"N","TTP",280,"17","NZ","ct_9","O","434d",5192,"tr_1"
12560,"C","CDI",1823,"17","KZ","ct_9","O","467b",27246,"tr_6"
12561,"C","CDD",1804,"17","OZ","ct_2","O","434d",21972,"tr_6"
12563,"C","CDI",455,"17","QB","ct_8","O","563b",2092,"tr_3"
12567,"C","CDI",1738,"17","QB","ct_8","O","435b",23508,"tr_2"
12569,"C","CDI",1555,"17","NZ","ct_9","O","534a",13586,"tr_3"
12574,"C","CDI",2216,"17","MA","ct_9","O","525d",24834,"tr_1"
12575,"P","CDI",1572,"17","GZ","ct_9","O","433d",24778,"tr_1"
12588,"P","CDI",1638,"17","PZ","ct_8","O","422e",18420,"tr_5"
12591,"C","AUT",1819,"17","QA","ct_3","O","525d",21043,"tr_6"
12593,"C","CDI",1359,"17","FZ","ct_9","O","671c",19964,"tr_3"
12594,"C","CDI",1820,"17","NZ","ct_9","O","372c",25929,"tr_1"
12612,"C","CDI",1641,"17","CA","ct_9","O","554a",13349,"tr_1"
12615,"C","CDI",1924,"17","GZ","ct_9","O","431d",27673,"tr_1"
12618,"C","CDI",1583,"17","GZ","ct_9","O","543g",48194,"tr_3"
12619,"C","AUT",1820,"17","OZ","ct_1","O","479b",27525,"tr_6"
12623,"C","CDI",1914,"17","GZ","ct_9","O","643a",22938,"tr_1"
12625,"C","CDI",1820,"17","GZ","ct_9","O","555a",21236,"tr_4"
12628,"C","CDI",1591,"17","CH","ct_9","O","463e",32096,"tr_3"
12632,"C","CDI",1738,"17","QB","ct_8","O","435b",23640,"tr_2"
12635,"C","CDI",1735,"17","QB","ct_8","O","434d",23960,"tr_4"
12637,"N","CDI",3000,"17","QB","ct_7","O","563a",20943,"tr_1"
12638,"C","CDI",1969,"17","QA","ct_9","O","526e",17885,"tr_3"
12640,"C","CDD",1119,"17","PZ","ct_9","O","543f",14589,"tr_3"
12645,"N","CDI",3000,"17","QB","ct_7","O","563a",13454,"tr_1"
12660,"C","CDI",1702,"17","MA","ct_8","O","423b",22347,"tr_4"
12661,"P","AUT",1567,"17","QA","ct_2","O","526a",19160,"tr_2"
12674,"P","CDI",728,"17","QA","ct_9","O","344a",35031,"tr_4"
12678,"P","CDI",1555,"17","QB","ct_9","O","431f",22300,"tr_5"
12680,"P","CDI",1248,"17","GZ","ct_9","O","554a",11736,"tr_1"
12687,"C","CDI",759,"17","CL","ct_9","O","623g",7709,"tr_5"
12694,"C","CDI",1738,"17","FZ","ct_9","O","641a",20598,"tr_3"
12701,"C","CDI",1820,"17","QA","ct_9","O","543b",25448,"tr_3"
12704,"C","CDI",1793,"17","CL","ct_9","O","624b",45757,"tr_6"
12705,"C","CDI",1726,"17","MA","ct_9","O","691e",16247,"tr_4"
12707,"C","CDI",228,"75","PZ","ct_9","O","423b",4276,"tr_4"
12710,"P","CDI",1638,"17","QA","ct_3","O","451h",18992,"tr_6"
12711,"C","CDI",1231,"17","RZ","ct_9","O","561d",15120,"tr_4"
12735,"C","CDI",1872,"79","CH","ct_9","O","477b",23783,"tr_6"
12738,"C","CDI",1342,"17","GZ","ct_9","O","463e",48811,"tr_1"
12743,"C","CDI",2029,"17","GZ","ct_9","O","477a",21698,"tr_2"
12747,"C","CDI",1702,"17","MA","ct_8","O","423b",23435,"tr_4"
12749,"C","CDI",1698,"17","CH","ct_9","O","653a",18071,"tr_3"
12753,"P","CDI",167,"17","IZ","ct_9","O","561f",1070,"tr_1"
12754,"C","CDI",1820,"79","KZ","ct_8","O","467c",44392,"tr_1"
12758,"C","CDI",665,"17","IZ","ct_9","O","561b",6066,"tr_1"
12771,"C","CDI",1459,"31","NZ","ct_9","O","534a",14410,"tr_6"
12773,"C","CDI",1820,"17","FZ","ct_9","O","632j",19380,"tr_1"
12777,"P","AUT",966,"17","SZ","ct_9","O","562a",10528,"tr_1"
12779,"C","CDI",1769,"17","HZ","ct_9","O","333c",24616,"tr_3"
12782,"C","CDI",1921,"17","GZ","ct_9","O","551a",16410,"tr_4"
12791,"C","CDI",1379,"17","CC","ct_9","O","627d",16635,"tr_4"
12792,"P","CDI",1023,"17","SZ","ct_8","O","435b",8830,"tr_2"
12812,"C","AUT",1823,"17","OZ","ct_2","X","525c",14207,"tr_4"
12827,"C","CDI",1297,"17","QA","ct_9","O","431f",18838,"tr_5"
12829,"C","CDI",1820,"17","QB","ct_8","O","434d",28180,"tr_3"
12835,"C","CDI",1470,"17","GZ","ct_9","O","637d",14121,"tr_1"
12844,"C","CDI",1804,"16","CG","ct_9","O","626b",34506,"tr_6"
12850,"C","CDI",1820,"17","QA","ct_3","O","451h",16251,"tr_6"
12855,"N","CDI",666,"17","TZ","ct_7","O","563c",9759,"tr_1"
12856,"C","CDI",1784,"17","CG","ct_9","O","625c",18304,"tr_3"
12862,"C","CDI",1561,"17","CL","ct_9","O","676c",21048,"tr_5"
12864,"C","CDI",1771,"17","HZ","ct_9","O","643a",16242,"tr_3"
12870,"C","CDI",1311,"17","CM","ct_9","O","675b",18317,"tr_4"
12872,"C","CDI",1620,"17","QB","ct_9","O","526a",19132,"tr_3"
12879,"C","CDI",1748,"17","CL","ct_9","O","628b",19740,"tr_6"
12889,"C","CDI",1365,"17","GZ","ct_9","O","433b",18127,"tr_2"
12890,"C","APP",1532,"17","GZ","ct_9","A","433b",9082,"tr_1"
12895,"C","CDI",1318,"17","FZ","ct_9","O","681b",13226,"tr_3"
12899,"C","CDI",1351,"17","CG","ct_9","O","674a",20745,"tr_3"
12905,"P","CDI",1591,"17","QA","ct_8","O","526a",18420,"tr_3"
12917,"C","CDI",1820,"17","CC","ct_9","O","674e",15532,"tr_1"
12918,"C","CDI",1617,"33","GZ","ct_9","O","636a",17721,"tr_3"
12934,"C","CDI",1652,"17","HZ","ct_9","O","621e",22285,"tr_4"
12938,"C","CDI",1820,"33","QB","ct_8","O","526d",20917,"tr_4"
12943,"P","AUT",1549,"17","QB","ct_2","O","563b",18510,"tr_5"
12944,"C","CDI",1477,"17","FZ","ct_9","O","632a",16990,"tr_1"
12952,"P","CDI",1089,"17","AZ","ct_9","O","692a",8222,"tr_2"
12954,"N","CDI",817,"17","TZ","ct_7","O","563c",6594,"tr_1"
12955,"P","CDI",845,"17","CC","ct_9","O","477b",7659,"tr_1"
12969,"C","CDI",1716,"16","HZ","ct_9","O","634d",24539,"tr_4"
12971,"C","CDI",1865,"93","CL","ct_9","O","475b",39730,"tr_5"
12981,"C","CDI",1535,"17","GZ","ct_9","O","554c",25265,"tr_2"
12982,"C","CDI",1789,"17","GZ","ct_9","O","556a",21534,"tr_2"
12996,"C","CDI",1820,"17","HZ","ct_5","O","461b",33665,"tr_5"
13000,"P","CDI",1281,"17","LZ","ct_9","O","543b",20301,"tr_1"
13010,"C","CDI",1820,"17","QB","ct_8","O","434d",19815,"tr_4"
13012,"C","CDI",1470,"17","MA","ct_9","O","477d",36774,"tr_3"
13013,"C","CDI",1643,"17","DZ","ct_9","O","625h",28121,"tr_5"
13033,"P","CDI",1429,"17","QB","ct_8","O","432b",18336,"tr_3"
13060,"C","CDI",1735,"17","CA","ct_9","O","674c",18990,"tr_5"
13064,"C","AUT",1820,"17","OZ","ct_2","O","621f",21954,"tr_6"
13071,"P","CDI",775,"17","LZ","ct_9","O","463e",8194,"tr_1"
13091,"C","AUT",1820,"17","PZ","ct_2","O","421b",25711,"tr_2"
13098,"P","CDI",1456,"33","OZ","ct_1","O","477a",28415,"tr_5"
13101,"C","TOA",1241,"17","IZ","ct_8","O","561d",10906,"tr_1"
13102,"C","CDI",1820,"17","LZ","ct_9","O","561e",23855,"tr_2"
13108,"C","CDI",1833,"17","GZ","ct_9","O","344d",38603,"tr_1"
13111,"C","CDI",1365,"17","GZ","ct_9","O","433b",18996,"tr_2"
13116,"C","CDI",1819,"17","SZ","ct_4","O","524c",46926,"tr_6"
13123,"C","CDI",1214,"17","FZ","ct_9","O","681a",14734,"tr_2"
13124,"C","CDI",1820,"85","PZ","ct_8","O","341a",39987,"tr_3"
13128,"C","CDI",1666,"17","FZ","ct_9","O","481b",32138,"tr_3"
13131,"P","CDI",260,"17","QB","ct_8","O","434e",4766,"tr_4"
13132,"C","CDI",1606,"17","QB","ct_8","O","434e",23549,"tr_5"
13142,"C","APP",1673,"17","GZ","ct_9","A","683a",7201,"tr_5"
13144,"C","CDI",2200,"17","HZ","ct_9","O","641a",22986,"tr_4"
13150,"C","CDI",1810,"17","CM","ct_9","O","474c",28572,"tr_5"
13153,"C","AUT",2028,"36","OZ","ct_1","O","532a",31632,"tr_6"
13157,"C","CDI",1547,"17","FZ","ct_9","O","479b",19409,"tr_2"
13177,"C","CDI",1790,"17","QB","ct_8","O","525d",21809,"tr_4"
13181,"P","CDI",1291,"17","NZ","ct_9","O","684a",11995,"tr_6"
13190,"C","CDI",1726,"78","FZ","ct_9","O","632a",24102,"tr_5"
13193,"C","CDI",1820,"17","LZ","ct_9","O","376g",53702,"tr_3"
13196,"C","CDI",1607,"33","GZ","ct_9","O","463e",43482,"tr_4"
13208,"P","CDI",880,"17","QA","ct_1","O","344b",31582,"tr_3"
13211,"C","CDI",1370,"17","DZ","ct_9","O","486b",26250,"tr_4"
13214,"C","CDI",1334,"17","CA","ct_6","O","636c",14281,"tr_2"
13223,"C","CDI",1763,"17","QA","ct_9","O","542a",16425,"tr_4"
13228,"C","CDI",174,"17","QB","ct_8","O","423b",2502,"tr_3"
13232,"C","CDI",1806,"17","OZ","ct_8","O","344b",68403,"tr_6"
13236,"C","CDI",1570,"17","FZ","ct_9","O","543g",22198,"tr_3"
13237,"C","CDI",1702,"17","HZ","ct_9","O","628a",24100,"tr_5"
13243,"C","CDI",1079,"17","QB","ct_9","O","636d",12433,"tr_4"
13250,"C","AUT",1866,"17","OZ","ct_2","O","531b",34678,"tr_6"
13254,"C","CDI",1989,"17","GZ","ct_9","O","554c",20450,"tr_1"
13268,"P","CDI",2072,"17","SZ","ct_8","O","423b",18459,"tr_1"
13274,"C","APP",518,"31","GZ","ct_9","A","465a",3443,"tr_5"
13278,"C","CDI",1662,"18","CH","ct_9","O","384b",22372,"tr_6"
13279,"C","CDI",1924,"18","CL","ct_9","O","423b",68472,"tr_6"
13296,"C","CDI",1454,"36","CL","ct_9","O","383a",45341,"tr_6"
13298,"C","CDI",1961,"58","MA","ct_9","O","543b",20369,"tr_1"
13303,"C","CDI",1840,"58","QA","ct_9","O","431f",24303,"tr_5"
13305,"C","CDI",2074,"58","QA","ct_9","O","526a",28419,"tr_5"
13317,"C","AUT",1819,"18","QB","ct_3","O","526a",26580,"tr_4"
13323,"C","TTP",414,"36","NZ","ct_9","O","676e",6860,"tr_1"
13327,"C","CDI",1673,"36","CL","ct_9","O","624c",26571,"tr_6"
13329,"C","CDI",1791,"18","QB","ct_8","O","461b",23951,"tr_3"
13331,"C","CDI",1903,"18","CM","ct_9","O","675b",21970,"tr_5"
13333,"C","CDI",1820,"58","KZ","ct_9","O","542a",48799,"tr_1"
13335,"C","CDI",1944,"18","GZ","ct_9","O","682a",15743,"tr_4"
13337,"C","TTP",1409,"18","NZ","ct_9","O","643a",17933,"tr_1"
13353,"C","CDI",1820,"18","GZ","ct_9","O","433d",18234,"tr_1"
13357,"C","CDI",1750,"35","HZ","ct_9","O","641a",24667,"tr_5"
13361,"C","CDI",1820,"92","CA","ct_9","O","462d",27503,"tr_6"
13363,"C","CDI",1690,"36","CL","ct_9","O","624c",18428,"tr_6"
13364,"C","CDI",1820,"36","CA","ct_9","O","625f",29736,"tr_3"
13377,"C","CDI",1631,"18","MA","ct_6","O","543e",19059,"tr_1"
13389,"C","CDI",1820,"18","FZ","ct_9","O","632e",20822,"tr_1"
13391,"C","CDI",2200,"41","HZ","ct_9","O","477a",36126,"tr_3"
13416,"C","CDI",1820,"18","FZ","ct_9","O","387a",52850,"tr_4"
13421,"C","CDI",1820,"18","CE","ct_9","O","674a",28189,"tr_4"
13426,"C","CDI",1826,"18","CH","ct_9","O","674d",22263,"tr_6"
13432,"C","CDI",1822,"18","CM","ct_9","O","373c",61657,"tr_5"
13433,"C","CDI",1760,"18","QB","ct_8","O","434c",20715,"tr_3"
13454,"C","CDI",1892,"18","CB","ct_9","O","675a",16196,"tr_3"
13455,"P","AUT",1456,"18","OZ","ct_2","O","621f",18496,"tr_6"
13459,"C","CDI",2881,"18","GZ","ct_9","O","374a",40190,"tr_1"
13488,"C","CDI",1725,"18","IZ","ct_9","O","468a",16558,"tr_3"
13490,"C","TTP",494,"18","NZ","ct_9","O","475b",10294,"tr_1"
13502,"C","CDI",1938,"18","CJ","ct_9","O","486d",21486,"tr_5"
13508,"C","CDI",1454,"36","CL","ct_9","O","383a",46092,"tr_6"
13509,"C","CDI",1440,"18","PZ","ct_9","O","423a",14801,"tr_1"
13510,"N","CDI",1197,"18","QB","ct_7","O","563a",5905,"tr_0"
13514,"C","CDI",2042,"18","OZ","ct_8","O","545d",22076,"tr_4"
13516,"C","AUT",1820,"18","QA","ct_3","O","433a",22005,"tr_6"
13518,"C","CDI",1820,"18","PZ","ct_5","O","372d",32167,"tr_3"
13522,"C","CDI",1848,"18","NZ","ct_9","O","534a",18563,"tr_1"
13528,"C","CDI",1667,"18","MA","ct_9","O","543g",18882,"tr_3"
13530,"C","CDD",1294,"18","CA","ct_9","O","674c",13075,"tr_6"
13531,"C","CDI",1673,"41","HZ","ct_9","O","676d",18204,"tr_2"
13551,"C","CDI",1936,"18","GZ","ct_9","O","551a",17846,"tr_5"
13560,"C","CDI",1818,"18","KZ","ct_9","O","467a",31952,"tr_2"
13561,"C","CDI",1545,"18","GZ","ct_9","O","433d",18558,"tr_1"
13578,"C","APP",470,"33","GZ","ct_9","A","554b",3450,"tr_1"
13581,"P","CDD",582,"18","RZ","ct_9","O","465b",5333,"tr_1"
13583,"C","CDI",1485,"18","FZ","ct_9","O","632j",16866,"tr_2"
13591,"C","CDI",1820,"18","CH","ct_9","O","543g",35495,"tr_6"
13600,"C","CDI",1841,"18","CG","ct_9","O","628c",27715,"tr_5"
13604,"P","AUT",433,"18","QB","ct_8","X","684a",3929,"tr_4"
13605,"N","CDI",3000,"18","QB","ct_7","O","563a",14319,"tr_1"
13611,"C","CDI",1914,"18","GZ","ct_9","O","462b",19349,"tr_3"
13612,"C","CDI",1560,"18","QB","ct_8","O","525d",21473,"tr_5"
13623,"N","CDI",1843,"18","TZ","ct_7","O","563c",19506,"tr_1"
13624,"C","CDI",1820,"18","CH","ct_9","O","387b",35967,"tr_6"
13628,"C","CDI",1781,"18","FZ","ct_6","O","681b",38546,"tr_1"
13632,"C","CDI",2130,"18","OZ","ct_8","O","545d",25426,"tr_6"
13634,"C","CDI",1768,"18","QB","ct_8","O","434c",24175,"tr_3"
13638,"C","CDI",1827,"18","CE","ct_9","O","462e",46625,"tr_1"
13651,"C","APP",1073,"18","NZ","ct_9","A","545c",7188,"tr_6"
13652,"C","CDI",1555,"18","IZ","ct_9","O","636d",16225,"tr_1"
13654,"C","CDI",1550,"18","QB","ct_9","O","526a",17272,"tr_3"
13655,"C","CDI",1363,"18","QB","ct_9","O","525d",14948,"tr_3"
13657,"C","CDI",1739,"18","CC","ct_9","O","676a",16586,"tr_2"
13658,"C","CDI",1820,"18","CH","ct_9","O","373a",47337,"tr_6"
13671,"C","APP",1103,"18","FZ","ct_9","A","477b",9468,"tr_3"
13674,"N","CDI",2004,"13","QB","ct_7","O","563b",17884,"tr_1"
13684,"C","CDI",1741,"18","QA","ct_9","O","526e",17371,"tr_3"
13690,"C","TTP",304,"18","NZ","ct_9","O","676e",2108,"tr_1"
13696,"C","CDI",1541,"18","CH","ct_9","O","373c",39857,"tr_4"
13707,"C","CDD",1528,"18","GZ","ct_9","O","552a",13599,"tr_5"
13709,"C","CDI",1846,"18","OZ","ct_8","O","545d",25014,"tr_4"
13712,"C","CDI",1163,"18","LZ","ct_9","O","461f",13496,"tr_4"
13719,"P","AUT",929,"18","QB","ct_2","X","524c",8242,"tr_3"
13721,"C","APP",714,"19","GZ","ct_9","A","553c",4089,"tr_1"
13740,"C","CDI",1168,"19","GZ","ct_9","O","676a",11079,"tr_1"
13753,"C","CDI",2031,"19","KZ","ct_8","O","467c",30097,"tr_1"
13754,"C","CDI",1988,"19","SZ","ct_9","O","564b",20415,"tr_1"
13782,"C","CDI",588,"19","HZ","ct_9","O","371a",16704,"tr_1"
13799,"C","CDI",1840,"19","HZ","ct_9","O","521a",16781,"tr_4"
13816,"C","AUT",974,"19","QB","ct_8","O","676e",5785,"tr_4"
13829,"P","CDI",819,"19","IZ","ct_9","O","636d",7879,"tr_1"
13833,"C","CDI",1607,"19","FZ","ct_9","O","632a",19326,"tr_3"
13842,"C","CDI",1822,"19","QB","ct_8","O","526a",18206,"tr_3"
13857,"C","CDI",738,"19","SZ","ct_9","O","562a",6548,"tr_1"
13873,"C","AUT",1820,"19","OZ","ct_1","O","471a",28106,"tr_4"
13875,"P","CDD",899,"19","OZ","ct_2","O","621f",7642,"tr_1"
13880,"C","CDI",740,"19","QB","ct_9","O","525d",8153,"tr_4"
13885,"C","CDI",1074,"19","MA","ct_9","O","472b",11788,"tr_3"
13899,"C","CDI",1820,"46","QA","ct_8","O","526a",22458,"tr_6"
13906,"C","CDI",1820,"19","QB","ct_8","O","525d",20514,"tr_3"
13910,"C","CDI",1782,"19","CM","ct_9","O","542a",21623,"tr_1"
13916,"C","CDI",1450,"19","NZ","ct_9","O","684a",13191,"tr_3"
13923,"C","CDI",1820,"63","KZ","ct_9","O","467a",33045,"tr_6"
13924,"C","CDI",2159,"19","QA","ct_9","O","526e",19845,"tr_3"
13930,"N","CDI",1212,"19","TZ","ct_7","O","563c",11584,"tr_1"
13931,"N","CDI",600,"19","QB","ct_7","O","563b",6621,"tr_1"
13934,"C","CDI",286,"19","GZ","ct_9","O","552a",7979,"tr_5"
13942,"C","AUT",1780,"19","NZ","ct_8","X","684a",15109,"tr_1"
13945,"C","CDD",919,"19","NZ","ct_5","O","466a",8635,"tr_2"
13955,"C","APP",628,"19","NZ","ct_8","A","681a",2532,"tr_3"
13959,"P","CDI",1794,"19","OZ","ct_8","O","545d",20894,"tr_5"
13982,"P","CDI",651,"19","GZ","ct_9","O","554e",4096,"tr_0"
13992,"C","AUT",2138,"36","OZ","ct_1","O","532a",27822,"tr_6"
14001,"C","CDI",1827,"19","CA","ct_9","O","625f",28983,"tr_6"
14007,"C","CDI",1450,"19","NZ","ct_9","O","684a",13436,"tr_3"
14011,"C","CDI",1365,"19","QB","ct_8","O","636d",37902,"tr_4"
14032,"C","CDI",1873,"19","GZ","ct_9","O","634c",25080,"tr_2"
14047,"C","CDI",1214,"19","PZ","ct_8","O","422e",10746,"tr_3"
14049,"C","CDI",1910,"19","QA","ct_9","O","526e",17589,"tr_3"
14052,"C","CDI",1839,"24","CM","ct_9","O","628b",23155,"tr_1"
14055,"P","CDI",1217,"19","IZ","ct_8","O","543b",16164,"tr_1"
14068,"P","CDI",743,"19","HZ","ct_9","O","451a",13919,"tr_3"
14069,"N","CDI",836,"19","QB","ct_7","O","563b",6218,"tr_1"
14075,"C","CDI",2027,"21","GZ","ct_9","O","481b",27273,"tr_2"
14079,"C","CDI",371,"39","MC","ct_9","O","541d",5355,"tr_1"
14081,"C","CDD",871,"35","RZ","ct_9","O","464a",9332,"tr_4"
14082,"C","CDI",1412,"21","GZ","ct_9","O","554c",15101,"tr_1"
14092,"C","CDI",1828,"21","QB","ct_8","O","526d",20315,"tr_4"
14098,"C","CDI",1849,"21","OZ","ct_4","O","388a",40723,"tr_3"
14099,"C","TTP",212,"21","NZ","ct_9","O","632a",1809,"tr_1"
14105,"C","CDI",1722,"21","QA","ct_8","O","433a",27777,"tr_6"
14113,"C","CDD",272,"21","HZ","ct_9","O","643a",2371,"tr_6"
14114,"C","CDI",607,"35","CA","ct_9","O","461f",11964,"tr_6"
14119,"C","TOA",518,"21","RZ","ct_9","O","424a",4986,"tr_1"
14125,"C","CDI",1091,"21","GZ","ct_9","O","634c",8136,"tr_1"
14127,"C","CDI",1896,"21","CA","ct_9","O","674c",21131,"tr_4"
14128,"C","AUT",1820,"21","OZ","ct_2","O","524c",18040,"tr_6"
