"Uid","emp"
26988,"temp|1|5"
26997,"temp|2|2"
26998,"temp|1|6"
27000,"temp|1|6"
27005,"temp|1|6"
27007,"temp|1|6"
27008,"temp|1|1"
27015,"temp|1|5"
27018,"temp|1|6"
27027,"temp|1|6"
27031,"temp|1|6"
27033,"temp|1|6"
27034,"temp|1|5"
27036,"temp|1|6"
27039,"temp|2|1"
27040,"temp|1|6"
27045,"temp|1|6"
27059,"temp|1|5"
27061,"temp|2|1"
27062,"temp|1|6"
27063,"temp|1|6"
27064,"temp|1|5"
27067,"temp|1|6"
27071,"temp|1|6"
27072,"temp|1|6"
27076,"temp|1|6"
27096,"temp|1|6"
27105,"temp|1|6"
27108,"temp|1|6"
27111,"temp|1|6"
27114,"temp|1|6"
27116,"temp|1|1"
27117,"temp|1|6"
27119,"temp|1|6"
27127,"temp|1|6"
27130,"temp|1|6"
27136,"temp|2|1"
27137,"temp|1|6"
27140,"temp|1|6"
27148,"temp|2|2"
27151,"temp|1|6"
27157,"temp|1|6"
27165,"temp|1|6"
27166,"temp|1|6"
27171,"temp|1|6"
27176,"temp|1|6"
27179,"temp|1|6"
27185,"temp|1|6"
27188,"temp|1|6"
27192,"temp|1|6"
27198,"temp|1|6"
27207,"temp|1|6"
27208,"temp|1|5"
27231,"temp|1|6"
27232,"temp|1|5"
27237,"temp|2|1"
27238,"temp|1|6"
27247,"temp|1|6"
27249,"temp|1|5"
27252,"temp|1|6"
27255,"temp|1|6"
27256,"temp|2|1"
27258,"temp|1|6"
27272,"temp|1|6"
27273,"temp|1|6"
27282,"temp|1|6"
27283,"temp|1|6"
27289,"temp|1|1"
27290,"temp|1|6"
27293,"temp|1|6"
27297,"temp|1|6"
27309,"temp|1|6"
27311,"temp|1|6"
27312,"temp|1|6"
27316,"temp|2|1"
27317,"temp|1|6"
27320,"temp|2|2"
27323,"temp|1|6"
27326,"temp|1|6"
27334,"temp|2|1"
27337,"temp|1|6"
27338,"temp|2|2"
27339,"temp|1|6"
27345,"temp|1|6"
27346,"temp|1|5"
27351,"temp|1|6"
27362,"temp|1|6"
27364,"temp|1|6"
27365,"temp|1|1"
27367,"temp|1|6"
27374,"temp|1|6"
27378,"temp|1|6"
27379,"temp|1|6"
27384,"temp|1|6"
27388,"temp|1|6"
27389,"temp|2|2"
27391,"temp|2|1"
27396,"temp|1|6"
27397,"temp|1|6"
27399,"temp|1|6"
27403,"temp|1|6"
27404,"temp|1|6"
27405,"temp|1|6"
27412,"temp|2|1"
27416,"temp|1|6"
27420,"temp|1|6"
27424,"temp|1|6"
27427,"temp|1|6"
27432,"temp|1|6"
27434,"temp|1|1"
27440,"temp|1|6"
27444,"temp|1|6"
27447,"temp|1|6"
27449,"temp|1|6"
27457,"temp|1|6"
27460,"temp|1|6"
27461,"temp|1|6"
27463,"temp|1|6"
27465,"temp|1|6"
27466,"temp|1|6"
27472,"temp|1|5"
27473,"temp|1|6"
27474,"temp|1|6"
27478,"temp|1|1"
27479,"temp|1|6"
27486,"temp|1|6"
27489,"temp|1|6"
27491,"temp|1|6"
27495,"temp|1|6"
27503,"temp|1|6"
27521,"temp|1|6"
27523,"temp|1|5"
27526,"temp|1|6"
27530,"temp|1|6"
27533,"temp|1|6"
27538,"temp|1|6"
27540,"temp|1|6"
27542,"temp|1|6"
27548,"temp|1|6"
27561,"temp|1|6"
27562,"temp|1|6"
27563,"temp|1|6"
27564,"temp|1|6"
27569,"temp|1|6"
27579,"temp|2|1"
27581,"temp|1|6"
27582,"temp|1|6"
27583,"temp|1|6"
27588,"temp|1|6"
27589,"temp|1|6"
27590,"temp|1|6"
27596,"temp|1|6"
27600,"temp|1|6"
27610,"temp|2|1"
27617,"temp|1|6"
27618,"temp|1|6"
27622,"temp|1|6"
27630,"temp|1|6"
27635,"temp|1|5"
27636,"temp|2|1"
27639,"temp|1|6"
27643,"temp|1|6"
27646,"temp|1|6"
27651,"temp|1|6"
27654,"temp|1|6"
27656,"temp|1|6"
27659,"temp|2|2"
27662,"temp|1|6"
27669,"temp|1|5"
27671,"temp|1|6"
27678,"temp|2|2"
27679,"temp|2|1"
27680,"temp|1|6"
27681,"temp|1|6"
27686,"temp|1|6"
27688,"temp|1|6"
27689,"temp|1|6"
27693,"temp|1|6"
27699,"temp|1|6"
27707,"temp|1|6"
27709,"temp|1|2"
27710,"temp|1|6"
27713,"temp|1|6"
27718,"temp|1|6"
27720,"temp|1|5"
27726,"temp|1|6"
27729,"temp|1|6"
27735,"temp|1|6"
27736,"temp|1|6"
27743,"temp|1|6"
27744,"temp|1|6"
27757,"temp|1|6"
27758,"temp|1|6"
27763,"temp|1|6"
27765,"temp|1|5"
27766,"temp|1|5"
27767,"temp|2|1"
27771,"temp|1|6"
27780,"temp|1|6"
27781,"temp|2|1"
27784,"temp|1|5"
27791,"temp|2|1"
27801,"temp|1|6"
27803,"temp|2|1"
27804,"temp|1|6"
27805,"temp|1|6"
27809,"temp|1|6"
27812,"temp|1|5"
27817,"temp|1|6"
27822,"temp|2|1"
27824,"temp|1|6"
27828,"temp|1|5"
27829,"temp|1|6"
27840,"temp|1|6"
27846,"temp|1|6"
27849,"temp|1|6"
27853,"temp|1|6"
27871,"temp|1|6"
27874,"temp|1|6"
27877,"temp|1|6"
27881,"temp|1|6"
27885,"temp|2|2"
27893,"temp|2|2"
27894,"temp|1|5"
27895,"temp|1|6"
27896,"temp|1|6"
27908,"temp|1|5"
27911,"temp|2|2"
27913,"temp|2|1"
27914,"temp|1|6"
27918,"temp|2|2"
27921,"temp|1|6"
27922,"temp|1|6"
27924,"temp|1|6"
27931,"temp|2|1"
27940,"temp|1|6"
27946,"temp|1|6"
27950,"temp|1|6"
27951,"temp|1|6"
27957,"temp|1|6"
27959,"temp|1|6"
27961,"temp|1|6"
27965,"temp|1|6"
27969,"temp|1|6"
27989,"temp|1|6"
27991,"temp|2|1"
27996,"temp|2|1"
28000,"temp|1|5"
28002,"temp|1|6"
28006,"temp|1|5"
28016,"temp|2|1"
28017,"temp|1|6"
28018,"temp|1|6"
28022,"temp|1|6"
28024,"temp|1|6"
28030,"temp|1|6"
28031,"temp|1|6"
28032,"temp|1|6"
28035,"temp|1|6"
28037,"temp|1|6"
28046,"temp|1|6"
28049,"temp|1|6"
28051,"temp|2|1"
28061,"temp|2|1"
28069,"temp|1|6"
28072,"temp|1|6"
28079,"temp|1|6"
28089,"temp|1|6"
28100,"temp|1|6"
28101,"temp|2|1"
28103,"temp|1|5"
28104,"temp|1|6"
28112,"temp|1|6"
28119,"temp|1|6"
28121,"temp|1|6"
28122,"temp|1|6"
28123,"temp|1|6"
28128,"temp|1|6"
28129,"temp|1|6"
28132,"temp|1|6"
28134,"temp|1|6"
28146,"temp|1|1"
28149,"temp|1|6"
28150,"temp|1|6"
28152,"temp|1|6"
28160,"temp|1|6"
28166,"temp|1|5"
28168,"temp|2|2"
28171,"temp|1|6"
28179,"temp|1|6"
28183,"temp|1|6"
28186,"temp|2|1"
28187,"temp|1|6"
28197,"temp|1|6"
28200,"temp|1|6"
28207,"temp|1|6"
28210,"temp|1|6"
28215,"temp|1|6"
28218,"temp|1|6"
28220,"temp|1|6"
28225,"temp|1|6"
28226,"temp|1|6"
28227,"temp|1|6"
28234,"temp|1|1"
28237,"temp|2|2"
28244,"temp|2|1"
28246,"temp|1|6"
28248,"temp|1|6"
28252,"temp|1|6"
28254,"temp|1|1"
28258,"temp|1|1"
28265,"temp|1|6"
28269,"temp|1|6"
28270,"temp|1|6"
28272,"temp|1|6"
28273,"temp|1|6"
28274,"temp|2|1"
28277,"temp|1|6"
28278,"temp|1|6"
28282,"temp|1|6"
28284,"temp|1|6"
28290,"temp|1|6"
28292,"temp|1|6"
28293,"temp|1|6"
28294,"temp|1|6"
28300,"temp|1|6"
28302,"temp|1|6"
28303,"temp|1|6"
28315,"temp|1|5"
28321,"temp|1|6"
28322,"temp|2|1"
28328,"temp|1|6"
28342,"temp|1|1"
28343,"temp|1|6"
28344,"temp|1|6"
28352,"temp|2|2"
28362,"temp|1|6"
28363,"temp|1|5"
28378,"temp|1|6"
28380,"temp|1|6"
28385,"temp|2|1"
28386,"temp|1|5"
28389,"temp|1|5"
28392,"temp|1|6"
28402,"temp|1|6"
28408,"temp|1|6"
28413,"temp|1|6"
28415,"temp|1|6"
28416,"temp|1|6"
28421,"temp|2|1"
28422,"temp|1|6"
28427,"temp|1|6"
28428,"temp|1|3"
28456,"temp|1|5"
28458,"temp|1|5"
28467,"temp|1|6"
28472,"temp|1|6"
28475,"temp|1|6"
28482,"temp|1|6"
28483,"temp|1|6"
28488,"temp|1|6"
28491,"temp|1|6"
28499,"temp|2|1"
28504,"temp|1|2"
28509,"temp|1|2"
28513,"temp|1|6"
28518,"temp|1|6"
28531,"temp|1|6"
28537,"temp|1|6"
28550,"temp|1|6"
28551,"temp|1|6"
28554,"temp|1|6"
28559,"temp|1|6"
28560,"temp|1|6"
28562,"temp|1|5"
28571,"temp|1|6"
28575,"temp|1|6"
28577,"temp|1|6"
28584,"temp|1|5"
28586,"temp|1|6"
28591,"temp|1|6"
28594,"temp|1|6"
28597,"temp|2|1"
28608,"temp|2|1"
28615,"temp|2|2"
28618,"temp|1|6"
28624,"temp|2|1"
28627,"temp|1|6"
28629,"temp|1|6"
28631,"temp|1|5"
28632,"temp|1|6"
28634,"temp|1|6"
28635,"temp|1|6"
28638,"temp|1|5"
28647,"temp|1|5"
28648,"temp|2|1"
28650,"temp|1|1"
28652,"temp|1|6"
28656,"temp|1|5"
28658,"temp|1|5"
28668,"temp|1|6"
28672,"temp|1|6"
28681,"temp|1|6"
28687,"temp|1|6"
28695,"temp|2|1"
28699,"temp|2|1"
28703,"temp|1|6"
28705,"temp|1|6"
28707,"temp|1|6"
28708,"temp|1|6"
28711,"temp|1|6"
28716,"temp|1|6"
28721,"temp|1|6"
28728,"temp|1|6"
28729,"temp|1|6"
28730,"temp|1|6"
28731,"temp|1|6"
28734,"temp|1|6"
28742,"temp|2|2"
28743,"temp|1|6"
28751,"temp|1|6"
28752,"temp|1|6"
28753,"temp|1|6"
28763,"temp|1|6"
28766,"temp|1|6"
28772,"temp|1|6"
28774,"temp|1|6"
28784,"temp|2|1"
28785,"temp|1|6"
28788,"temp|1|6"
28789,"temp|1|3"
28790,"temp|1|6"
28791,"temp|2|2"
28793,"temp|1|6"
28807,"temp|1|6"
28814,"temp|2|2"
28826,"temp|2|1"
28828,"temp|1|6"
28829,"temp|1|6"
28830,"temp|1|6"
28833,"temp|1|6"
28834,"temp|1|6"
28841,"temp|1|6"
28843,"temp|1|6"
28849,"temp|1|6"
28850,"temp|1|1"
28852,"temp|1|6"
28854,"temp|1|1"
28864,"temp|1|6"
28869,"temp|1|6"
28877,"temp|2|1"
28880,"temp|1|6"
28883,"temp|1|6"
28885,"temp|2|2"
28890,"temp|2|1"
28894,"temp|1|6"
28898,"temp|1|2"
28902,"temp|1|6"
28914,"temp|1|6"
28919,"temp|1|6"
28923,"temp|1|6"
28925,"temp|1|6"
28928,"temp|1|6"
28936,"temp|2|1"
28940,"temp|1|6"
28942,"temp|1|6"
28946,"temp|1|3"
28953,"temp|1|3"
28960,"temp|2|1"
28962,"temp|2|1"
28963,"temp|1|6"
28964,"temp|2|2"
28970,"temp|1|6"
28976,"temp|1|6"
28978,"temp|1|5"
28979,"temp|1|6"
28990,"temp|1|6"
28991,"temp|1|6"
28994,"temp|1|3"
28998,"temp|1|6"
28999,"temp|1|6"
29003,"temp|1|6"
29004,"temp|1|6"
29005,"temp|1|6"
29008,"temp|1|6"
29013,"temp|1|6"
29019,"temp|1|6"
29025,"temp|1|6"
29027,"temp|2|1"
29028,"temp|2|2"
29029,"temp|1|6"
29031,"temp|1|6"
29032,"temp|1|5"
29034,"temp|2|1"
29036,"temp|2|2"
29050,"temp|1|5"
29053,"temp|2|2"
29057,"temp|1|6"
29061,"temp|2|2"
29062,"temp|1|6"
29069,"temp|2|2"
29071,"temp|1|6"
29080,"temp|1|1"
29081,"temp|2|1"
29085,"temp|1|6"
29090,"temp|1|5"
29095,"temp|2|1"
29096,"temp|1|6"
29099,"temp|1|6"
29100,"temp|1|5"
29108,"temp|1|6"
29110,"temp|1|6"
29112,"temp|1|6"
29119,"temp|2|2"
29120,"temp|1|5"
29124,"temp|1|6"
29126,"temp|1|6"
29151,"temp|1|5"
29152,"temp|1|6"
29153,"temp|1|6"
29157,"temp|1|5"
29159,"temp|1|6"
29166,"temp|1|6"
29182,"temp|1|6"
29184,"temp|1|6"
29185,"temp|1|2"
29191,"temp|1|6"
29199,"temp|1|6"
29202,"temp|1|6"
29203,"temp|1|6"
29212,"temp|1|6"
29221,"temp|1|6"
29222,"temp|2|2"
29240,"temp|1|6"
29249,"temp|1|6"
29252,"temp|1|6"
29254,"temp|1|6"
29258,"temp|1|1"
29260,"temp|1|6"
29261,"temp|1|6"
29270,"temp|1|6"
29271,"temp|1|6"
29272,"temp|1|6"
29273,"temp|1|6"
29285,"temp|1|5"
29287,"temp|2|1"
29296,"temp|1|6"
29299,"temp|1|6"
29318,"temp|1|6"
29323,"temp|1|5"
29324,"temp|2|2"
29330,"temp|2|2"
29334,"temp|1|6"
29341,"temp|1|6"
29351,"temp|1|6"
29355,"temp|2|2"
29361,"temp|1|6"
29367,"temp|1|6"
29373,"temp|1|6"
29375,"temp|1|6"
29382,"temp|1|5"
29388,"temp|1|6"
29393,"temp|1|6"
29398,"temp|1|3"
29403,"temp|1|5"
29415,"temp|1|6"
29423,"temp|1|6"
29426,"temp|1|6"
29429,"temp|1|5"
29430,"temp|1|6"
29435,"temp|1|6"
29436,"temp|1|6"
29439,"temp|2|1"
29442,"temp|1|6"
29453,"temp|1|6"
29454,"temp|1|6"
29455,"temp|1|5"
29457,"temp|1|6"
29464,"temp|1|5"
29469,"temp|1|6"
29478,"temp|1|6"
29482,"temp|1|6"
29488,"temp|1|6"
29491,"temp|2|1"
29494,"temp|1|6"
29495,"temp|1|6"
29510,"temp|1|2"
29527,"temp|1|5"
29529,"temp|1|6"
29542,"temp|1|6"
29546,"temp|1|5"
29551,"temp|2|1"
29552,"temp|1|6"
29553,"temp|2|2"
29557,"temp|1|6"
29560,"temp|2|2"
29570,"temp|1|6"
29571,"temp|1|6"
29573,"temp|1|6"
29574,"temp|2|1"
29577,"temp|1|6"
29578,"temp|1|6"
29582,"temp|2|2"
29588,"temp|1|6"
29593,"temp|1|6"
29601,"temp|2|2"
29603,"temp|1|6"
29609,"temp|1|6"
29620,"temp|1|5"
29625,"temp|1|6"
29627,"temp|1|6"
29628,"temp|1|6"
29639,"temp|1|2"
29640,"temp|1|6"
29644,"temp|2|2"
29646,"temp|1|6"
29648,"temp|1|6"
29656,"temp|1|6"
29662,"temp|1|6"
29671,"temp|2|1"
29674,"temp|1|2"
29676,"temp|1|3"
29678,"temp|1|6"
29696,"temp|1|6"
29697,"temp|2|1"
29701,"temp|1|6"
29707,"temp|1|6"
29717,"temp|1|6"
29719,"temp|1|6"
29720,"temp|1|6"
29723,"temp|1|6"
29725,"temp|1|5"
29731,"temp|1|6"
29734,"temp|1|6"
29736,"temp|1|6"
29737,"temp|1|6"
29738,"temp|1|6"
29744,"temp|1|2"
29746,"temp|1|6"
29748,"temp|1|5"
29751,"temp|1|6"
29753,"temp|1|6"
29755,"temp|1|6"
29764,"temp|1|6"
29767,"temp|1|6"
29771,"temp|1|6"
29773,"temp|1|6"
29777,"temp|1|6"
29781,"temp|1|6"
29787,"temp|1|6"
29793,"temp|1|6"
29810,"temp|1|6"
29818,"temp|1|6"
29830,"temp|1|6"
29832,"temp|1|6"
29833,"temp|1|6"
29848,"temp|1|6"
29849,"temp|2|2"
29852,"temp|1|6"
29856,"temp|1|2"
29858,"temp|1|1"
29863,"temp|2|1"
29864,"temp|2|2"
29865,"temp|2|1"
29868,"temp|1|6"
29869,"temp|1|6"
29877,"temp|1|6"
29887,"temp|1|1"
29888,"temp|1|6"
29889,"temp|1|6"
29890,"temp|1|5"
29892,"temp|1|6"
29893,"temp|1|6"
29896,"temp|1|6"
29897,"temp|2|2"
29898,"temp|1|6"
29902,"temp|1|2"
29905,"temp|1|6"
29906,"temp|1|6"
29916,"temp|1|1"
29917,"temp|1|6"
29923,"temp|1|6"
29924,"temp|1|5"
29941,"temp|1|6"
29942,"temp|2|2"
29945,"temp|1|6"
29949,"temp|1|6"
29950,"temp|1|6"
29952,"temp|1|2"
29953,"temp|1|6"
29967,"temp|2|1"
29969,"temp|2|2"
29974,"temp|1|1"
29986,"temp|1|2"
29987,"temp|1|6"
30005,"temp|1|6"
30006,"temp|1|6"
30007,"temp|1|6"
30010,"temp|1|6"
30011,"temp|1|6"
30019,"temp|1|6"
30022,"temp|1|6"
30024,"temp|1|6"
30025,"temp|1|6"
30033,"temp|2|1"
30034,"temp|2|1"
30035,"temp|1|6"
30042,"temp|1|6"
30043,"temp|1|6"
30045,"temp|1|6"
30048,"temp|1|6"
30050,"temp|1|6"
30054,"temp|1|6"
30055,"temp|1|6"
30056,"temp|1|6"
30060,"temp|1|6"
30065,"temp|1|6"
30068,"temp|1|6"
30072,"temp|1|1"
30074,"temp|1|6"
30075,"temp|1|6"
30083,"temp|2|2"
30090,"temp|1|6"
30092,"temp|2|1"
30093,"temp|1|6"
30101,"temp|1|6"
30104,"temp|2|2"
30107,"temp|1|6"
30111,"temp|1|6"
30119,"temp|1|6"
30121,"temp|1|5"
30124,"temp|1|6"
30127,"temp|1|6"
30130,"temp|1|6"
30139,"temp|1|6"
30146,"temp|1|6"
30155,"temp|1|6"
30156,"temp|1|6"
30157,"temp|1|6"
30164,"temp|1|6"
30166,"temp|1|6"
30167,"temp|1|5"
30169,"temp|1|6"
30172,"temp|1|6"
30175,"temp|1|6"
30186,"temp|1|6"
30187,"temp|1|6"
30191,"temp|1|5"
30193,"temp|1|6"
30197,"temp|1|5"
30199,"temp|1|6"
30201,"temp|2|2"
30202,"temp|1|6"
30205,"temp|2|1"
30218,"temp|1|6"
30220,"temp|1|6"
30225,"temp|1|4"
30229,"temp|1|6"
30232,"temp|1|6"
30235,"temp|1|6"
30237,"temp|1|6"
30246,"temp|1|6"
30248,"temp|1|6"
30254,"temp|1|6"
30256,"temp|1|1"
30257,"temp|2|2"
30261,"temp|1|6"
30268,"temp|1|6"
30282,"temp|1|6"
30288,"temp|2|1"
30294,"temp|1|1"
30298,"temp|1|2"
30301,"temp|1|5"
30303,"temp|1|6"
30306,"temp|1|6"
30311,"temp|1|2"
30315,"temp|1|6"
30318,"temp|2|1"
30320,"temp|1|6"
30321,"temp|1|6"
30331,"temp|1|6"
30337,"temp|1|6"
30345,"temp|1|6"
30349,"temp|1|6"
30350,"temp|1|6"
30352,"temp|1|6"
30353,"temp|1|6"
30354,"temp|1|6"
30371,"temp|1|1"
30372,"temp|1|6"
30373,"temp|2|1"
30375,"temp|1|6"
30376,"temp|2|2"
30377,"temp|2|2"
30379,"temp|1|5"
30396,"temp|1|6"
30398,"temp|1|5"
30406,"temp|1|6"
30407,"temp|1|1"
30408,"temp|1|1"
30419,"temp|1|6"
30439,"temp|1|6"
30440,"temp|1|6"
30444,"temp|1|6"
30450,"temp|1|6"
30455,"temp|1|6"
30456,"temp|1|6"
30465,"temp|1|6"
30466,"temp|1|5"
30468,"temp|1|4"
30470,"temp|1|6"
30481,"temp|1|6"
30486,"temp|1|6"
30487,"temp|1|6"
30490,"temp|1|6"
30498,"temp|1|6"
30502,"temp|1|5"
30503,"temp|1|6"
30508,"temp|1|6"
30511,"temp|2|2"
30516,"temp|1|6"
30524,"temp|1|6"
30526,"temp|1|2"
30527,"temp|2|2"
30531,"temp|1|6"
30532,"temp|1|6"
30537,"temp|1|6"
30539,"temp|1|6"
30540,"temp|1|6"
30541,"temp|1|5"
30545,"temp|1|5"
30551,"temp|1|6"
30553,"temp|1|6"
30558,"temp|1|6"
30562,"temp|1|5"
30572,"temp|1|6"
30573,"temp|1|6"
30577,"temp|1|6"
30580,"temp|1|6"
30581,"temp|1|5"
30583,"temp|1|6"
30587,"temp|1|6"
30595,"temp|1|6"
30598,"temp|1|2"
30602,"temp|1|5"
30603,"temp|1|6"
30604,"temp|1|5"
30608,"temp|1|6"
30618,"temp|1|5"
30621,"temp|1|6"
30622,"temp|1|6"
30624,"temp|1|6"
30626,"temp|1|6"
30629,"temp|1|4"
30641,"temp|1|6"
30642,"temp|1|6"
30645,"temp|1|6"
30647,"temp|2|1"
30648,"temp|1|5"
30650,"temp|1|5"
30653,"temp|2|2"
30658,"temp|1|6"
30661,"temp|1|6"
30662,"temp|1|6"
30664,"temp|1|6"
30668,"temp|1|6"
30671,"temp|1|6"
30674,"temp|1|6"
30676,"temp|1|5"
30678,"temp|1|5"
30680,"temp|1|6"
30690,"temp|1|6"
30691,"temp|1|6"
30696,"temp|1|6"
30701,"temp|1|6"
30703,"temp|1|6"
30704,"temp|1|6"
30711,"temp|1|6"
30715,"temp|1|6"
30717,"temp|2|2"
30722,"temp|1|2"
30725,"temp|1|6"
30737,"temp|1|6"
30739,"temp|1|6"
30740,"temp|1|6"
30741,"temp|1|6"
30743,"temp|1|3"
30746,"temp|1|6"
30748,"temp|1|5"
30749,"temp|1|6"
30751,"temp|2|2"
30752,"temp|1|6"
30754,"temp|1|6"
30759,"temp|1|6"
30769,"temp|1|6"
30771,"temp|1|6"
30772,"temp|2|1"
30776,"temp|2|2"
30782,"temp|2|2"
30784,"temp|1|6"
30796,"temp|1|6"
30799,"temp|1|6"
30803,"temp|1|5"
30811,"temp|2|1"
30812,"temp|1|6"
30816,"temp|1|6"
30817,"temp|1|6"
30821,"temp|1|5"
30823,"temp|1|6"
30825,"temp|2|1"
30826,"temp|2|1"
30834,"temp|1|6"
30835,"temp|2|1"
30840,"temp|1|6"
30841,"temp|1|6"
30845,"temp|2|2"
30849,"temp|1|6"
30853,"temp|1|6"
30854,"temp|1|6"
30867,"temp|2|1"
30868,"temp|1|6"
30875,"temp|1|5"
30876,"temp|1|6"
30879,"temp|2|1"
30882,"temp|1|6"
30883,"temp|2|1"
30886,"temp|2|1"
30899,"temp|1|2"
30901,"temp|1|6"
30902,"temp|1|5"
30906,"temp|2|1"
30910,"temp|2|2"
30911,"temp|1|1"
30912,"temp|2|2"
30915,"temp|1|6"
30916,"temp|1|6"
30923,"temp|1|2"
30924,"temp|1|6"
30927,"temp|1|6"
30929,"temp|1|6"
30946,"temp|1|6"
30948,"temp|1|6"
30949,"temp|1|6"
30958,"temp|1|6"
30959,"temp|1|6"
30960,"temp|1|2"
30967,"temp|1|6"
30968,"temp|1|6"
30971,"temp|1|6"
30972,"temp|1|6"
30973,"temp|1|6"
30974,"temp|1|5"
30975,"temp|1|6"
30987,"temp|1|6"
30988,"temp|1|6"
30991,"temp|1|6"
30998,"temp|1|6"
30999,"temp|1|6"
31001,"temp|1|5"
31012,"temp|1|6"
31016,"temp|1|6"
31017,"temp|1|6"
31019,"temp|1|6"
31028,"temp|1|6"
31030,"temp|1|3"
31032,"temp|1|6"
31040,"temp|1|6"
31041,"temp|2|1"
31050,"temp|1|6"
31051,"temp|2|1"
31057,"temp|1|6"
31065,"temp|1|6"
31067,"temp|1|6"
31076,"temp|1|1"
31084,"temp|1|6"
31087,"temp|2|1"
31092,"temp|1|6"
31098,"temp|1|6"
31099,"temp|1|6"
31105,"temp|2|1"
31107,"temp|1|6"
31109,"temp|1|6"
31110,"temp|1|6"
31111,"temp|1|6"
31118,"temp|1|6"
31125,"temp|1|5"
31128,"temp|1|6"
31129,"temp|1|6"
31130,"temp|1|6"
31131,"temp|1|6"
31134,"temp|1|5"
31140,"temp|1|6"
31141,"temp|1|6"
31142,"temp|2|1"
31143,"temp|1|1"
31145,"temp|1|6"
31148,"temp|1|6"
31152,"temp|2|1"
31153,"temp|1|6"
31155,"temp|2|1"
31162,"temp|1|6"
31163,"temp|2|2"
31164,"temp|1|6"
31166,"temp|1|6"
31174,"temp|1|6"
31180,"temp|1|6"
31182,"temp|1|6"
31184,"temp|1|5"
31193,"temp|1|6"
31206,"temp|1|6"
31207,"temp|2|2"
31209,"temp|1|3"
31219,"temp|1|5"
31223,"temp|1|6"
31231,"temp|1|6"
31234,"temp|1|6"
31236,"temp|1|6"
31244,"temp|2|2"
31247,"temp|1|5"
31250,"temp|1|2"
31253,"temp|1|6"
31254,"temp|1|6"
31256,"temp|1|6"
31257,"temp|1|6"
31262,"temp|2|2"
31264,"temp|1|6"
31266,"temp|1|5"
31275,"temp|1|6"
31278,"temp|1|6"
31279,"temp|1|6"
31280,"temp|2|1"
31284,"temp|1|6"
31288,"temp|1|4"
31299,"temp|1|6"
31300,"temp|1|6"
31305,"temp|1|6"
31308,"temp|1|5"
31311,"temp|1|6"
31323,"temp|1|6"
31332,"temp|1|6"
31339,"temp|1|5"
31340,"temp|1|6"
31342,"temp|1|4"
31352,"temp|1|6"
31354,"temp|1|6"
31363,"temp|1|6"
31364,"temp|1|6"
31371,"temp|2|2"
31372,"temp|1|6"
31377,"temp|1|6"
31379,"temp|1|5"
31384,"temp|1|6"
31385,"temp|1|6"
31387,"temp|1|6"
31390,"temp|1|6"
31402,"temp|1|6"
31403,"temp|1|1"
31408,"temp|1|5"
31411,"temp|1|6"
31413,"temp|1|6"
31414,"temp|1|6"
31417,"temp|2|2"
31418,"temp|1|6"
31419,"temp|1|6"
31429,"temp|1|2"
31431,"temp|1|6"
31434,"temp|1|6"
31436,"temp|1|5"
31437,"temp|1|6"
31438,"temp|1|6"
31441,"temp|1|6"
31443,"temp|1|6"
31444,"temp|2|1"
31450,"temp|1|6"
31455,"temp|1|6"
31460,"temp|1|6"
31466,"temp|1|6"
31473,"temp|1|6"
31480,"temp|1|6"
31482,"temp|1|6"
31485,"temp|2|2"
31488,"temp|1|6"
31500,"temp|1|6"
31506,"temp|1|6"
31509,"temp|1|6"
31512,"temp|1|6"
31515,"temp|1|6"
31516,"temp|1|5"
31523,"temp|1|6"
31527,"temp|1|6"
31529,"temp|2|1"
31530,"temp|2|2"
31533,"temp|1|6"
31534,"temp|1|5"
31536,"temp|1|6"
31539,"temp|1|5"
31544,"temp|1|5"
31546,"temp|1|6"
31549,"temp|2|1"
31555,"temp|1|6"
31557,"temp|1|6"
31560,"temp|1|6"
31569,"temp|1|6"
31574,"temp|1|6"
31576,"temp|1|6"
31577,"temp|2|2"
31583,"temp|1|6"
31585,"temp|1|6"
31586,"temp|1|6"
31597,"temp|1|6"
31600,"temp|1|6"
31602,"temp|2|2"
31603,"temp|1|6"
31606,"temp|1|6"
31607,"temp|1|6"
31609,"temp|1|6"
31616,"temp|1|6"
31620,"temp|2|2"
31621,"temp|1|6"
31623,"temp|1|6"
31631,"temp|1|6"
31634,"temp|1|6"
31638,"temp|1|1"
31644,"temp|1|6"
31652,"temp|1|1"
31657,"temp|1|5"
31660,"temp|1|6"
31668,"temp|1|6"
31680,"temp|1|6"
31682,"temp|1|6"
31690,"temp|1|6"
31692,"temp|1|2"
31702,"temp|2|2"
31707,"temp|1|6"
31717,"temp|1|6"
31724,"temp|2|2"
31731,"temp|1|6"
31735,"temp|1|6"
31737,"temp|1|6"
31740,"temp|1|6"
31750,"temp|1|6"
31765,"temp|1|6"
31768,"temp|1|6"
31769,"temp|1|6"
31775,"temp|1|5"
31777,"temp|1|6"
31783,"temp|1|6"
31785,"temp|1|6"
31790,"temp|1|6"
31793,"temp|1|6"
31795,"temp|1|6"
31798,"temp|1|6"
31809,"temp|1|6"
31817,"temp|1|6"
31824,"temp|1|6"
31825,"temp|1|6"
31829,"temp|1|6"
31830,"temp|1|6"
31834,"temp|1|6"
31835,"temp|1|6"
31836,"temp|1|6"
31840,"temp|1|6"
31845,"temp|1|6"
31849,"temp|1|5"
31850,"temp|1|6"
