"Uid","Familty_type","Highest_diploma","insee_code","Job_42","ACT","sex","Studying","age_2020","target"
15271,"FT.4.1","EDU1-5","22186","csp_5_4","AT1|1","Female",FALSE,51,203.46645592519
15276,"FT.4.4","EDU1-7","22187","csp_7_5","AT2|1","Female",FALSE,66,439.39263809318
15291,"FT.4.4","EDU2","22187","csp_7_8","AT2|1","Male",FALSE,66,437.309878523211
15293,"FT.4.4","EDU1-3","22187","csp_7_8","AT2|1","Male",FALSE,62,497.050912630033
15295,"FT.1.2","EDU1-1","22187","csp_7_2","AT2|1","Female",FALSE,95,441.699566311827
15296,"FT.4.3","EDU1-5","22187","csp_7_5","AT2|1","Male",FALSE,64,389.211793407651
15297,"FT.4.1","EDU1-3","22187","csp_6_5","AT1|1","Male",FALSE,51,622.927416963561
15304,"FT.4.4","EDU1-3","22194","csp_7_7","AT2|1","Female",FALSE,69,510.007887147255
15305,"FT.4.1","EDU1-3","22194","csp_6_3","AT1|1","Male",FALSE,39,486.929049618687
15311,"FT.4.2","EDU1","22197","csp_8_1","AT1|2","Female",TRUE,50,498.614593467598
15312,"FT.4.4","EDU1-2","22197","csp_6_4","AT1|2","Male",FALSE,61,718.368378208265
15313,"FT.1.2","EDU1-5","22197","csp_6_2","AT1|2","Female",FALSE,59,585.249624336456
15315,"FT.4.3","EDU1-3","22198","csp_6_7","AT1|1","Female",FALSE,56,700.241128054703
15316,"FT.4.2","EDU1-4","22198","csp_8_5","AT2|4","Female",FALSE,60,409.389833991239
15318,"FT.4.3","EDU2","22198","csp_6_7","AT1|2","Male",FALSE,55,585.007671751029
15319,"FT.1.2","EDU1-2","22199","csp_7_7","AT2|1","Female",FALSE,68,594.576721926029
15322,"FT.1.2","EDU1-1","22199","csp_7_7","AT2|1","Female",FALSE,81,486.990235168481
15324,"FT.4.4","EDU1-6","22199","csp_7_5","AT2|1","Male",FALSE,69,446.099163706625
15325,"FT.4.1","EDU1-2","22199","csp_8_4","AT2|2","Female",TRUE,21,763.741407171989
15327,"FT.4.2","EDU1-3","22200","csp_4_6","AT1|1","Male",FALSE,63,357.504490209361
15328,"FT.4.1","EDU3","22201","csp_5_6","AT1|1","Female",FALSE,51,410.926608789339
15330,"FT.4.4","EDU1-4","22203","csp_7_7","AT2|1","Male",FALSE,80,425.676951986134
15331,"FT.3.2","EDU3","22203","csp_6_5","AT1|2","Male",FALSE,23,801.519895459796
15333,"FT.4.1","EDU3","22203","csp_8_5","AT2|2","Male",TRUE,16,649.857910744841
15337,"FT.4.4","EDU1-3","22206","csp_7_8","AT2|1","Female",FALSE,64,496.269726960178
15341,"FT.4.4","EDU1-1","22206","csp_7_7","AT2|1","Female",FALSE,79,474.839115051775
15344,"FT.4.4","EDU1-2","22206","csp_7_7","AT2|1","Male",FALSE,87,513.84368330044
15346,"FT.1.2","EDU1-1","22207","csp_7_1","AT2|1","Female",FALSE,80,573.131724180013
15352,"FT.3.2","EDU1-5","22209","csp_4_6","AT1|1","Female",TRUE,24,570.408345774456
15353,"FT.4.1","EDU3","22209","csp_8_4","AT2|2","Female",TRUE,16,659.343163888347
15355,"FT.4.4","EDU1-6","22209","csp_7_5","AT2|1","Male",FALSE,73,387.729209392912
15357,"FT.3.2","EDU1-2","22210","csp_5_5","AT1|1","Female",FALSE,59,512.287409610146
15360,"FT.4.4","EDU1-3","22210","csp_8_5","AT2|5","Male",FALSE,35,818.951592818541
15361,"FT.4.4","EDU1-3","22210","csp_7_5","AT2|1","Male",FALSE,71,500.552107341871
15363,"FT.1.2","EDU1-4","22210","csp_7_5","AT2|1","Female",FALSE,91,391.20989000114
15364,"FT.4.1","EDU1-4","22210","csp_5_5","AT1|1","Female",FALSE,35,288.371673844427
15367,"FT.4.4","EDU1-2","22210","csp_7_7","AT2|1","Female",FALSE,70,592.839928708113
15368,"FT.4.1","EDU1-4","22211","csp_8_4","AT2|2","Male",TRUE,20,625.593173237028
15371,"FT.1.1","EDU1-3","22211","csp_2_1","AT1|1","Male",FALSE,54,538.038105651763
15373,"FT.4.2","EDU3","22212","csp_2_1","AT1|1","Male",FALSE,54,481.408560287343
15375,"FT.4.4","EDU1","22212","csp_7_7","AT2|1","Male",FALSE,85,444.75895728687
15376,"FT.3.2","EDU1-1","22213","csp_7_7","AT2|1","Female",FALSE,66,489.363149623801
15377,"FT.4.4","EDU1-5","22213","csp_7_8","AT2|1","Female",FALSE,65,492.616664689343
15380,"FT.1.2","EDU1-7","22213","csp_4_3","AT1|1","Female",FALSE,28,616.285652189997
15390,"FT.4.1","EDU1-6","22215","csp_5_2","AT1|1","Female",FALSE,44,275.023577694809
15391,"FT.4.4","EDU1-1","22215","csp_7_8","AT2|1","Male",FALSE,68,530.085433414828
15392,"FT.3.2","EDU1-4","22215","csp_6_3","AT1|1","Male",FALSE,50,445.18111915197
15394,"FT.4.1","EDU1-3","22215","csp_5_2","AT1|1","Female",FALSE,54,430.210860770223
15396,"FT.4.4","EDU1-2","22215","csp_7_7","AT2|1","Female",FALSE,71,545.051212790706
15398,"FT.4.4","EDU1-5","22215","csp_6_7","AT1|1","Male",FALSE,23,925.681881730765
15399,"FT.4.1","EDU1-4","22215","csp_5_4","AT1|1","Female",FALSE,52,282.262766372385
15401,"FT.4.1","EDU1-3","22218","csp_6_2","AT1|1","Male",FALSE,53,561.665934357081
15402,"FT.3.2","EDU1-3","22218","csp_5_2","AT1|1","Female",FALSE,50,300.327374246967
15403,"FT.4.1","EDU3","22218","csp_6_5","AT1|1","Male",FALSE,33,665.650634848834
15405,"FT.1.2","EDU1-1","22219","csp_7_5","AT2|1","Female",FALSE,92,440.726702735066
15406,"FT.3.2","EDU1-7","22219","csp_4_3","AT1|1","Female",FALSE,47,418.509509129455
15408,"FT.4.2","EDU3","22219","csp_8_5","AT2|2","Female",TRUE,16,609.657669971753
15409,"FT.4.4","EDU1-3","22220","csp_7_7","AT2|1","Female",FALSE,75,486.286276759136
15410,"FT.4.3","EDU1-6","22220","csp_7_7","AT2|1","Male",FALSE,64,355.846106130442
15415,"FT.4.4","EDU1-6","22221","csp_7_5","AT2|1","Male",FALSE,68,447.156873014086
15417,"FT.4.1","EDU1-2","22222","csp_8_5","AT2|5","Male",TRUE,20,576.85218620685
15419,"FT.4.1","EDU3","22222","csp_8_5","AT2|2","Male",TRUE,16,648.692040748929
15425,"FT.1.1","EDU1-3","22223","csp_7_8","AT2|1","Male",FALSE,67,465.650220482983
15426,"FT.4.3","EDU1-3","22223","csp_6_5","AT1|2","Male",FALSE,34,708.79174660715
15427,"FT.4.3","EDU1-6","22223","csp_4_5","AT1|1","Female",FALSE,58,355.198025689137
15428,"FT.4.1","EDU1-7","22224","csp_5_4","AT1|1","Male",FALSE,26,547.064720809017
15429,"FT.4.4","EDU1-7","22225","csp_7_8","AT2|1","Male",FALSE,76,454.946838957138
15435,"FT.4.4","EDU3","22225","csp_7_8","AT2|1","Male",FALSE,95,494.861399638364
15437,"FT.4.1","EDU1-4","22226","csp_8_4","AT2|2","Male",TRUE,22,626.431213460532
15440,"FT.4.4","EDU1-3","22226","csp_7_1","AT2|1","Male",FALSE,70,629.817895788859
15442,"FT.4.4","EDU3","22227","csp_7_4","AT2|1","Female",FALSE,63,517.964853918122
15443,"FT.4.1","EDU1-3","22227","csp_5_2","AT1|1","Female",FALSE,51,375.672809028155
15447,"FT.4.4","EDU1-4","22232","csp_7_7","AT2|1","Female",FALSE,58,482.205782860224
15448,"FT.3.2","EDU1-2","22233","csp_8_4","AT2|2","Male",TRUE,15,788.68575309164
15449,"FT.2.0","EDU1-8","22233","csp_1_1","AT1|1","Male",FALSE,50,531.076556584696
15451,"FT.1.2","EDU2","22233","csp_7_7","AT2|1","Female",FALSE,81,378.010145729203
15456,"FT.4.1","EDU1-3","22236","csp_5_2","AT1|1","Female",FALSE,55,444.269209191996
15458,"FT.4.2","EDU1-8","22236","csp_5_5","AT1|2","Female",FALSE,31,435.406677138189
15459,"FT.2.0","EDU1-3","22237","csp_8_5","AT2|5","Male",FALSE,45,774.705530205046
15463,"FT.4.1","EDU1-5","22240","csp_6_9","AT1|1","Male",FALSE,33,667.576008777087
15467,"FT.4.4","EDU1-5","22241","csp_7_7","AT2|1","Male",FALSE,76,483.759700032641
15468,"FT.4.1","EDU1-8","22241","csp_4_7","AT1|1","Male",FALSE,33,311.431457163734
15470,"FT.1.2","EDU1-3","22242","csp_7_5","AT2|1","Female",FALSE,73,450.339266810453
15473,"FT.4.1","EDU1-3","22246","csp_6_3","AT1|1","Male",FALSE,38,634.460148943029
15474,"FT.4.1","EDU1-6","22246","csp_5_2","AT1|1","Male",FALSE,45,346.441323072138
15475,"FT.4.1","EDU2","22248","csp_6_7","AT1|1","Female",FALSE,41,583.008875103892
15478,"FT.3.1","EDU1-2","22251","csp_8_4","AT2|2","Male",TRUE,19,778.505341427299
15479,"FT.1.2","EDU1-4","22251","csp_6_2","AT1|1","Female",FALSE,55,532.802739335441
15485,"FT.4.3","EDU1-3","22251","csp_5_2","AT1|1","Female",FALSE,57,366.603071011864
15488,"FT.4.4","EDU1-1","22251","csp_7_2","AT2|1","Female",FALSE,76,504.450306489977
15490,"FT.4.1","EDU1-5","22254","csp_2_1","AT1|1","Male",FALSE,47,622.141193080904
15491,"FT.3.1","EDU1-5","22254","csp_6_3","AT1|1","Male",FALSE,37,536.736055364963
15492,"FT.4.1","EDU1-7","22254","csp_4_6","AT1|1","Female",FALSE,52,274.477784830851
15494,"FT.4.1","EDU1-4","22254","csp_5_3","AT1|1","Male",FALSE,24,561.161277484249
15496,"FT.4.4","EDU1-5","22254","csp_7_5","AT2|1","Female",FALSE,60,474.336269773721
15497,"FT.3.2","EDU1-3","22254","csp_8_5","AT2|5","Female",FALSE,59,649.953360691955
15499,"FT.4.4","EDU1-3","22255","csp_7_8","AT2|1","Male",FALSE,81,474.460001891174
15501,"FT.4.4","EDU1-1","22255","csp_7_7","AT2|1","Female",FALSE,68,561.2249561803
15502,"FT.1.2","EDU1-3","22256","csp_7_7","AT2|1","Female",FALSE,79,457.455162430235
15503,"FT.2.0","EDU1-7","22256","csp_4_6","AT1|1","Female",FALSE,30,479.416318575214
15506,"FT.3.1","EDU1-3","22256","csp_4_2","AT1|1","Male",FALSE,39,437.512104732363
15509,"FT.4.1","EDU1-2","22258","csp_8_4","AT2|2","Male",TRUE,20,742.376532543931
15510,"FT.4.3","EDU1-7","22258","csp_4_6","AT1|1","Female",FALSE,70,457.447890730417
15511,"FT.4.4","EDU1","22258","csp_7_8","AT2|1","Male",FALSE,71,481.266927929893
15512,"FT.1.2","EDU1-7","22258","csp_7_5","AT2|1","Female",FALSE,72,450.457572188759
15514,"FT.4.2","EDU1-7","22260","csp_6_8","AT1|1","Male",FALSE,30,524.205205509133
15516,"FT.4.1","EDU1-7","22262","csp_5_4","AT1|1","Female",TRUE,33,324.392114562982
15517,"FT.3.2","EDU1-3","22262","csp_6_9","AT1|1","Female",FALSE,49,560.269098418984
15518,"FT.1.2","EDU1-4","22262","csp_4_3","AT1|1","Female",TRUE,41,408.751323428538
15519,"FT.3.2","EDU1-6","22262","csp_3_7","AT1|1","Male",FALSE,56,424.470565712962
15520,"FT.4.3","EDU1-7","22262","csp_4_5","AT1|1","Female",FALSE,58,371.194202269483
15522,"FT.1.1","EDU1-2","22263","csp_8_5","AT2|5","Male",FALSE,44,768.897615967982
15524,"FT.4.4","EDU1-1","22264","csp_7_4","AT2|1","Female",FALSE,73,480.91651591561
15525,"FT.1.1","EDU1-5","22264","csp_6_3","AT1|1","Male",FALSE,60,254.531875418174
15529,"FT.4.1","EDU1-4","22265","csp_6_7","AT1|1","Male",FALSE,23,660.380455282745
15531,"FT.4.2","EDU1-8","22266","csp_8_5","AT2|4","Female",FALSE,53,406.168587323542
15532,"FT.1.1","EDU1-6","22266","csp_8_4","AT2|2","Male",TRUE,21,683.147632269658
15534,"FT.4.1","EDU3","22269","csp_8_5","AT2|2","Male",TRUE,17,686.519443572856
15535,"FT.4.4","EDU1-1","22272","csp_7_8","AT2|1","Female",TRUE,81,461.039628661355
15538,"FT.4.4","EDU2","22277","csp_7_7","AT2|1","Male",FALSE,90,434.768292329236
15540,"FT.4.1","EDU1-8","22277","csp_3_7","AT1|1","Female",FALSE,56,295.368097398121
15541,"FT.4.2","EDU1-3","22278","csp_6_7","AT1|1","Female",FALSE,22,600.624856795121
15542,"FT.4.1","EDU1-6","22278","csp_4_6","AT1|1","Female",FALSE,32,456.269165151322
15544,"FT.2.0","EDU1-3","22278","csp_6_7","AT1|2","Female",FALSE,64,683.649076336278
15555,"FT.4.1","EDU1-3","22278","csp_8_4","AT2|2","Male",TRUE,21,689.709062985063
15556,"FT.4.1","EDU1-2","22278","csp_5_3","AT1|1","Male",FALSE,57,395.09425630368
15557,"FT.4.4","EDU1-1","22278","csp_7_1","AT2|1","Female",FALSE,64,644.795728938149
15558,"FT.4.3","EDU1-3","22278","csp_5_2","AT1|1","Female",FALSE,63,325.257612615639
15559,"FT.4.4","EDU1-1","22278","csp_7_7","AT2|1","Female",FALSE,75,493.647916525729
15560,"FT.4.4","EDU1-6","22278","csp_7_4","AT2|1","Male",FALSE,73,378.996861061531
15561,"FT.4.1","EDU1-3","22278","csp_1_1","AT1|1","Male",FALSE,53,469.867919061981
15562,"FT.4.1","EDU1-3","22278","csp_5_2","AT1|1","Female",FALSE,53,370.802386583658
15564,"FT.1.2","EDU1-1","22278","csp_7_1","AT2|1","Female",FALSE,90,538.769642532118
15565,"FT.1.1","EDU1-3","22278","csp_6_7","AT1|1","Male",FALSE,35,671.251446965391
15567,"FT.3.2","EDU3","22278","csp_4_8","AT1|2","Female",FALSE,46,585.196686350823
15568,"FT.3.1","EDU1-4","22278","csp_8_5","AT2|5","Male",FALSE,19,799.128469500516
15569,"FT.4.3","EDU1-3","22278","csp_2_1","AT1|2","Male",FALSE,49,564.493158477611
15572,"FT.3.2","EDU1-1","22278","csp_7_1","AT2|1","Female",FALSE,94,476.047348114821
15575,"FT.1.2","EDU1","22278","csp_7_1","AT2|1","Female",FALSE,95,505.145973503643
15578,"FT.2.0","EDU1-2","22278","csp_7_8","AT2|1","Female",FALSE,73,420.977470361565
15580,"FT.4.1","EDU1-7","22278","csp_4_2","AT1|1","Female",FALSE,46,263.153095176224
15585,"FT.4.1","EDU1-7","22278","csp_4_2","AT1|1","Female",FALSE,48,280.57381219398
15587,"FT.4.4","EDU1-3","22278","csp_7_7","AT2|1","Male",FALSE,72,479.153204877518
15588,"FT.1.2","EDU1-7","22278","csp_6_2","AT1|1","Female",FALSE,30,437.525678785158
15592,"FT.3.2","EDU1-4","22278","csp_8_4","AT2|2","Female",TRUE,20,677.54070758127
15593,"FT.4.1","EDU1-4","22278","csp_2_2","AT1|1","Male",FALSE,46,472.580010286985
15594,"FT.3.2","EDU1-3","22278","csp_8_5","AT2|5","Female",FALSE,41,662.297426172616
15596,"FT.4.1","EDU1-3","22278","csp_6_3","AT1|1","Male",TRUE,18,517.252835786242
15597,"FT.4.1","EDU3","22279","csp_8_4","AT2|2","Male",TRUE,16,689.423484951497
15598,"FT.1.1","EDU1-8","22280","csp_7_4","AT2|1","Male",FALSE,71,374.222007435242
15599,"FT.4.4","EDU3","22280","csp_7_2","AT2|1","Male",FALSE,63,534.021068304998
15600,"FT.1.1","EDU1-4","22281","csp_8_4","AT2|2","Male",TRUE,24,703.722153883026
15601,"FT.1.1","EDU1-7","22281","csp_3_3","AT1|1","Male",FALSE,61,440.749780867594
15603,"FT.4.1","EDU1-4","22281","csp_4_6","AT1|1","Female",FALSE,47,371.135484133019
15605,"FT.4.1","EDU1-5","22281","csp_5_2","AT1|1","Female",FALSE,41,356.823256774348
15607,"FT.4.1","EDU1-2","22282","csp_8_4","AT2|2","Male",TRUE,20,737.896976526405
15608,"FT.4.3","EDU1-3","22282","csp_1_1","AT1|1","Female",FALSE,64,433.156590805023
15610,"FT.1.2","EDU1-6","22282","csp_4_6","AT1|1","Female",TRUE,22,345.349118014851
15611,"FT.4.3","EDU1-5","22282","csp_5_2","AT1|1","Female",FALSE,22,466.568663494214
15612,"FT.4.1","EDU1-6","22282","csp_3_8","AT1|1","Male",FALSE,45,430.907618738301
15614,"FT.4.4","EDU1-3","22283","csp_7_2","AT2|1","Male",FALSE,70,512.047040653589
15616,"FT.4.4","EDU1-6","22287","csp_7_5","AT2|1","Male",FALSE,63,440.277480450606
15621,"FT.4.1","EDU1-3","22299","csp_8_4","AT2|2","Male",TRUE,20,709.04302429121
15625,"FT.1.2","EDU1-3","22304","csp_5_2","AT1|1","Female",FALSE,59,442.335100138559
15627,"FT.4.1","EDU1-3","22305","csp_4_8","AT1|1","Male",FALSE,52,252.462105737943
15628,"FT.4.2","EDU3","22306","csp_6_7","AT1|2","Female",FALSE,40,703.242457331935
15629,"FT.4.1","EDU1-6","22306","csp_4_6","AT1|1","Male",FALSE,38,357.770167125641
15630,"FT.4.1","EDU1-6","22306","csp_5_5","AT1|1","Female",FALSE,27,303.607078782323
15631,"FT.1.2","EDU1-3","22307","csp_7_8","AT2|1","Female",FALSE,75,465.477969102661
15632,"FT.1.1","EDU1-3","22307","csp_6_2","AT1|1","Male",FALSE,31,534.990458524432
15633,"FT.4.1","EDU1-5","22307","csp_5_6","AT1|1","Female",FALSE,33,370.18869166431
15634,"FT.4.1","EDU1-4","22310","csp_5_2","AT1|1","Female",FALSE,61,297.059536607232
15636,"FT.4.1","EDU1-3","22311","csp_5_2","AT1|1","Male",FALSE,57,277.926958108666
15637,"FT.4.3","EDU1-3","22314","csp_5_5","AT1|1","Female",FALSE,53,300.846154639717
15638,"FT.4.1","EDU1-3","22314","csp_3_1","AT1|1","Male",FALSE,54,503.240030124967
15641,"FT.4.2","EDU1-3","22316","csp_7_5","AT2|1","Female",FALSE,67,388.74804723009
15643,"FT.4.1","EDU1-8","22320","csp_3_7","AT1|1","Male",FALSE,48,307.265811172253
15645,"FT.4.1","EDU1-2","22321","csp_8_4","AT2|2","Female",TRUE,19,714.962779369034
15648,"FT.1.1","EDU1-3","22323","csp_7_8","AT2|1","Male",FALSE,81,411.323857809338
15649,"FT.3.2","EDU1-2","22323","csp_8_5","AT2|4","Female",FALSE,61,624.145114164719
15650,"FT.3.2","EDU1-2","22324","csp_8_4","AT2|2","Female",TRUE,19,798.204672390831
15652,"FT.4.1","EDU1-6","22325","csp_4_7","AT1|1","Male",FALSE,39,359.165536607826
15653,"FT.4.4","EDU1-4","22325","csp_7_7","AT2|1","Female",FALSE,64,484.06402444157
15654,"FT.4.4","EDU1-4","22325","csp_7_7","AT2|1","Female",FALSE,58,483.283533729406
15657,"FT.4.4","EDU1-3","22334","csp_7_8","AT2|1","Male",FALSE,70,535.210054515078
15658,"FT.4.1","EDU1-6","22334","csp_3_7","AT1|1","Male",FALSE,61,409.243107892346
15659,"FT.4.3","EDU1-3","22337","csp_7_8","AT2|1","Male",FALSE,68,428.57513360444
15661,"FT.4.1","EDU1-3","22337","csp_5_4","AT1|1","Male",FALSE,59,280.723353081386
15664,"FT.4.4","EDU1-5","22339","csp_7_8","AT2|1","Male",FALSE,88,449.718671097387
15666,"FT.4.3","EDU1-3","22340","csp_5_2","AT1|1","Female",FALSE,62,327.392028715891
15668,"FT.4.1","EDU3","22340","csp_8_1","AT1|2","Female",FALSE,19,706.458917446528
15678,"FT.4.4","EDU1-1","22346","csp_7_7","AT2|1","Female",FALSE,75,530.895221002011
15680,"FT.4.1","EDU1-3","22346","csp_5_2","AT1|1","Female",FALSE,36,371.24450950824
15681,"FT.4.4","EDU1-2","22346","csp_7_7","AT2|1","Female",FALSE,66,582.585374268582
15686,"FT.4.2","EDU3","22349","csp_6_4","AT1|1","Male",FALSE,58,519.251130732448
15688,"FT.1.2","EDU2","22352","csp_7_8","AT2|1","Female",FALSE,76,387.975590300351
15689,"FT.4.1","EDU1","22353","csp_8_6","AT2|5","Female",FALSE,62,625.302279497735
15690,"FT.4.3","EDU1-4","22353","csp_7_5","AT2|1","Male",FALSE,68,377.071413701612
15695,"FT.4.4","EDU1-3","22360","csp_7_2","AT2|1","Male",FALSE,69,504.299758849463
15697,"FT.4.1","EDU1-4","22360","csp_8_4","AT2|2","Female",TRUE,20,642.423705092921
15700,"FT.4.3","EDU1-7","22360","csp_4_3","AT1|1","Female",FALSE,35,433.497909212401
15701,"FT.1.2","EDU1-1","22360","csp_7_8","AT2|1","Female",FALSE,85,481.341662300821
15703,"FT.4.1","EDU1-6","22360","csp_5_4","AT1|1","Female",FALSE,48,330.225582705932
15704,"FT.1.1","EDU1-3","22360","csp_6_7","AT1|1","Male",FALSE,47,522.355180731509
15705,"FT.4.4","EDU1-3","22360","csp_7_8","AT2|1","Male",FALSE,68,528.055366173233
15706,"FT.4.1","EDU1-5","22360","csp_5_5","AT1|1","Female",FALSE,47,314.850146366712
15715,"FT.4.4","EDU3","22362","csp_7_7","AT2|1","Male",FALSE,80,463.190726102769
15717,"FT.2.0","EDU1","22362","csp_8_5","AT2|5","Female",FALSE,30,708.712750590401
15720,"FT.4.4","EDU1-1","22363","csp_7_8","AT2|1","Male",FALSE,67,541.344226685317
15725,"FT.1.1","EDU1-3","22364","csp_6_2","AT1|1","Male",FALSE,59,539.332497420056
15727,"FT.1.1","EDU1-7","22366","csp_4_7","AT1|1","Male",TRUE,24,410.125408019741
15731,"FT.4.1","EDU1-3","22369","csp_7_2","AT2|1","Female",FALSE,88,362.730124099006
15732,"FT.1.1","EDU2","22371","csp_7_8","AT2|1","Male",FALSE,70,411.181190703963
15733,"FT.4.1","EDU1-7","22372","csp_3_4","AT1|1","Female",FALSE,58,354.852113494806
15734,"FT.4.4","EDU1-3","22372","csp_7_8","AT2|1","Male",FALSE,64,517.730707981565
15737,"FT.4.1","EDU1-8","22376","csp_3_3","AT1|1","Male",FALSE,51,409.12794072838
15739,"FT.1.1","EDU1-7","22378","csp_4_6","AT1|1","Male",FALSE,35,433.102004408573
15740,"FT.1.2","EDU1-1","22379","csp_7_7","AT2|1","Female",FALSE,95,481.958716729849
15743,"FT.3.1","EDU1-3","22380","csp_5_6","AT1|1","Male",FALSE,38,362.58751974325
15744,"FT.1.1","EDU1-6","22384","csp_6_2","AT1|1","Male",FALSE,48,446.068816455478
15745,"FT.3.2","EDU1-6","22385","csp_8_5","AT2|5","Male",FALSE,53,681.490733045501
15752,"FT.1.1","EDU2","22386","csp_5_2","AT1|1","Male",FALSE,26,456.866327526389
15753,"FT.1.2","EDU2","22387","csp_7_8","AT2|1","Female",FALSE,78,391.238527538101
15757,"FT.4.4","EDU1-6","22388","csp_7_5","AT2|1","Female",FALSE,73,412.846146840282
15759,"FT.4.1","EDU3","22389","csp_6_5","AT1|1","Male",FALSE,46,613.968553349722
15760,"FT.4.2","EDU1-3","22389","csp_4_8","AT1|1","Male",FALSE,36,380.152669243735
15761,"FT.4.4","EDU2","22389","csp_7_8","AT2|1","Female",FALSE,81,400.099412221869
15763,"FT.4.4","EDU3","22389","csp_7_7","AT2|1","Female",FALSE,86,461.116903837821
15764,"FT.3.2","EDU1-3","22389","csp_7_7","AT2|1","Female",FALSE,63,470.976869934687
15766,"FT.4.4","EDU1-1","22390","csp_7_8","AT2|1","Female",FALSE,80,491.458283528868
15770,"FT.4.1","EDU1-3","22391","csp_5_5","AT1|1","Female",FALSE,51,326.402433528057
15771,"FT.4.4","EDU1-4","23001","csp_7_5","AT2|1","Female",FALSE,69,449.963666354319
15772,"FT.3.2","EDU1-6","23001","csp_7_5","AT2|1","Female",FALSE,66,363.887763081854
15777,"FT.4.1","EDU1-7","23005","csp_4_3","AT1|1","Female",FALSE,33,437.284948698049
15782,"FT.1.2","EDU1-4","23008","csp_7_5","AT2|1","Female",FALSE,91,365.720700602839
15784,"FT.4.1","EDU1-3","23008","csp_4_8","AT1|1","Male",FALSE,57,298.162389042924
15785,"FT.4.4","EDU1-3","23008","csp_6_2","AT1|1","Male",TRUE,24,748.499733575648
15787,"FT.4.2","EDU1-2","23013","csp_8_6","AT2|5","Female",FALSE,71,644.018991060805
15789,"FT.4.3","EDU1-4","23016","csp_5_6","AT1|1","Female",FALSE,63,339.038889440681
15793,"FT.1.1","EDU1-2","23024","csp_7_5","AT2|1","Male",FALSE,76,456.351226510838
15796,"FT.1.1","EDU1-7","23025","csp_4_7","AT1|1","Male",FALSE,32,462.872679990261
15798,"FT.4.3","EDU1-3","23025","csp_7_5","AT2|1","Male",FALSE,68,391.328832496079
15799,"FT.3.2","EDU1-6","23030","csp_5_4","AT1|1","Female",FALSE,38,423.053876447051
15801,"FT.4.1","EDU3","23032","csp_6_3","AT1|1","Female",FALSE,48,636.448433428989
15807,"FT.4.4","EDU1-3","23045","csp_2_1","AT1|2","Male",FALSE,57,700.651001798524
15808,"FT.3.2","EDU1-5","23045","csp_6_3","AT1|1","Female",FALSE,46,555.18559438501
15811,"FT.4.4","EDU1-7","23058","csp_7_1","AT2|1","Female",FALSE,79,515.059907165456
15814,"FT.3.1","EDU1-3","23064","csp_8_5","AT2|5","Female",FALSE,52,702.932107970455
15815,"FT.4.4","EDU1-1","23064","csp_7_5","AT2|1","Female",FALSE,77,499.113598502002
15817,"FT.4.1","EDU1-2","23068","csp_6_7","AT1|1","Female",FALSE,56,628.168824507491
15820,"FT.1.1","EDU1-4","23068","csp_8_1","AT1|2","Male",TRUE,25,596.275130697107
15821,"FT.4.1","EDU1-5","23069","csp_5_2","AT1|1","Female",FALSE,26,439.355746838806
15822,"FT.1.1","EDU1-3","23075","csp_4_6","AT1|1","Male",FALSE,62,377.787833383657
15825,"FT.1.2","EDU1-4","23079","csp_7_5","AT2|1","Female",FALSE,91,374.399123608855
15826,"FT.1.2","EDU1-5","23079","csp_4_8","AT1|2","Female",FALSE,37,528.02637498836
15827,"FT.3.2","EDU3","23080","csp_8_5","AT2|2","Male",TRUE,16,677.410919769783
15828,"FT.4.2","EDU1-2","23082","csp_8_5","AT2|5","Female",FALSE,55,685.416288837092
15829,"FT.3.2","EDU1-1","23089","csp_7_7","AT2|1","Female",FALSE,80,429.035134178593
15830,"FT.4.4","EDU1-6","23089","csp_7_2","AT2|1","Male",FALSE,66,424.804613361382
15837,"FT.3.1","EDU1-2","23095","csp_8_4","AT2|2","Male",TRUE,17,744.242139088896
15838,"FT.4.4","EDU1-1","23095","csp_7_8","AT2|1","Male",FALSE,86,498.239671677066
15841,"FT.4.4","EDU1-1","23096","csp_7_1","AT2|1","Female",FALSE,74,569.462472657539
15843,"FT.4.1","EDU1-5","23096","csp_5_2","AT1|1","Female",FALSE,53,407.298912008738
15845,"FT.3.2","EDU3","23096","csp_8_5","AT2|2","Male",TRUE,16,643.34645071071
15849,"FT.4.1","EDU1-5","23096","csp_5_2","AT1|1","Female",FALSE,37,401.554168600699
15851,"FT.1.2","EDU1-3","23096","csp_7_7","AT2|1","Female",FALSE,73,447.825417286743
15855,"FT.4.4","EDU3","23096","csp_5_5","AT1|2","Female",FALSE,53,529.212177150896
15857,"FT.1.2","EDU1-4","23096","csp_7_2","AT2|1","Female",FALSE,63,414.59815904016
15860,"FT.4.1","EDU1-3","23102","csp_6_4","AT1|1","Male",FALSE,43,610.061819828142
15861,"FT.4.4","EDU1-7","23103","csp_7_4","AT2|1","Male",FALSE,60,448.461393589596
15863,"FT.4.1","EDU1-8","23104","csp_4_2","AT1|1","Male",FALSE,27,368.610152777819
15864,"FT.4.4","EDU1-4","23105","csp_7_1","AT2|1","Female",FALSE,59,570.24299406556
15866,"FT.3.2","EDU1-5","23105","csp_5_2","AT1|1","Female",FALSE,53,466.266454909568
15868,"FT.1.1","EDU1-7","23112","csp_4_7","AT1|1","Male",TRUE,29,535.255550113473
15869,"FT.1.1","EDU1-3","23114","csp_7_7","AT2|1","Male",FALSE,70,453.848589972526
